Resposta método 445: [4.729609493269341e-05, 4.645727543006813e-05, 5.437483132453623e-05, 4.0559519923529755e-05, 3.8630542838119224e-05, 3.959117404259027e-05, 4.015161248649443e-05, 3.9772652824235165e-05, 3.391318579084969e-05, 4.43857554907165e-05, 4.570339126527147e-05, 4.955957377808406e-05, 4.367547100053464e-05, 4.48177053107287e-05, 4.4227174035731236e-05, 3.729993643905735e-05, 5.174981146447315e-05, 3.976079152230092e-05, 4.798768935946621e-05, 3.1721331543008166e-05, 3.6328216026093385e-05, 4.323591609475492e-05, 4.118362694022982e-05, 4.728538381922599e-05, 4.896418119194746e-05, 4.051408734641341e-05, 4.3685946844091175e-05, 4.747079100800823e-05, 4.24760063629258e-05, 4.72826744339188e-05]
Resposta método 445: [9.665416255085475e-05, 6.0771761426718604e-05, 4.914319663733341e-05, 1.7373392038019328e-05, 0.00011893619040971007, -2.8695700787358138e-05, 0.00016179501167408106, 0.00018536314780764592, 9.841460276777501e-05, 5.951498631820024e-05, -8.000680233184389e-05, 0.00029084345182177964, -8.170654923412809e-06, -1.868737058861049e-05, 4.952932250568552e-05, 9.37194459400015e-05, 8.564464743009427e-05, -0.00010008660940023793, 0.000237603205474748, 0.00019978781995447096, -9.206800556679818e-05, 0.00016975311938621662, -4.161601929023003e-05, 0.00016705912035821073, 0.000141716229508089, 7.129772825912043e-05, 0.00014249197521352995, 6.973007950692174e-05, -4.2702368696378575e-05, 0.0001008622859724246]
Resposta método 445: [0.00022744876114303295, 0.00015549055977097994, 0.00015480071874173108, 0.00015705148865325467, 0.0001508022637672885, 0.00018003271952256197, 0.00020764932177776542, 0.00016104239393915825, 0.0001870439836341816, 0.00020430521605269164, 0.00018264354540135078, 0.00023311632844813027, 0.00015400486263399647, 0.00019718747837245, 0.00015801419708276896, 0.0001646436109883004, 0.00016306140790747455, 0.00015984756116145456, 0.00015085331974511428, 0.00017755528183642066, 0.00022420770746839808, 0.0001825057299577953, 0.0001723523649730264, 0.000174323857904933, 0.00018126685166035305, 0.00020574895750678405, 0.00017289549364510223, 0.00018819551316261575, 0.00015753719770639853, 0.00021322817200137922]
Resposta método 445: [0.00013822990732763885, 0.00010168013954110972, 0.00012106304815951422, 0.0001300713216678988, 0.00010972656085497942, 0.0001248990103340107, 0.00014864454085909424, 0.00011593679243020289, 0.00011247655971487197, 0.0001667281909689204, 0.0001294366139784042, 0.00011873083730758774, 0.00012572137905339978, 0.00012289463662163943, 0.00011511872327893649, 0.00012898556086933017, 0.00011172546142195995, 0.00013531942832019134, 0.00013114773358030278, 0.00014266785077952113, 0.00012797350573775878, 0.00012995018633739103, 0.00015806107357085067, 0.00015198240748149104, 0.00012465584123085466, 0.00012378165621376898, 0.00010371075400248639, 0.0001342336634124731, 0.00013312899306734113, 0.00010781443560819361]
Resposta método 445: [2.151336940867192e-05, 2.9774204446354086e-05, 2.900419752091844e-05, 3.698450910219044e-05, 3.347985084456079e-05, 3.2308155146980356e-05, 2.9336387546095216e-05, 3.566819601660917e-05, 2.977137940127225e-05, 2.6671870910522094e-05, 3.161146968948905e-05, 3.624213017654677e-05, 3.5074133630019156e-05, 3.4334952172009716e-05, 3.291992751014215e-05, 2.3223603237851968e-05, 3.4560611169609626e-05, 3.26241358834799e-05, 3.311647832441616e-05, 3.7878269072560205e-05, 3.16491675598941e-05, 2.8227713640901824e-05, 2.065277916218665e-05, 2.7802682158789135e-05, 3.892957350286006e-05, 3.0282479764208872e-05, 3.803979416322621e-05, 3.005424743201233e-05, 2.815489710978737e-05, 3.271112050590065e-05]
Resposta método 445: [0.00013944670707712785, 0.0001703456375590176, 0.00028980959723546587, 0.0001264995533971465, 0.0002117309685528084, 9.856556769556668e-05, 0.00021006640573038176, 0.00018555874725305208, 0.00017663660820232198, 1.3952433481720984e-06, 0.00023574114377611317, 0.0003334771755820413, 0.00013796830351546762, 0.0001274781029385227, 0.00029450763983175827, 0.00020329886956976613, 0.00014090913026455868, 0.00021643488625708223, 8.936137318371285e-05, 0.0002124232254427853, 0.00020128172111496997, 6.62620009036271e-05, 0.0001131199554890132, 0.00021048237379254036, 0.00010573685846736877, -1.8049541956601636e-05, 0.0001972406528317353, -3.811761628563914e-05, 2.695856770837788e-05, 0.00017707778931323916]
Resposta método 445: [0.00013958678869664773, 0.0001478429017958641, 0.00014311547546624477, 0.00011637750058813976, 0.00014045172845993838, 0.0001426475958016466, 0.00010692371659766815, 0.00012526187848983293, 0.0001408716241478785, 0.00016275501919341684, 0.0001343763333522215, 0.00015213525514705837, 0.00011246554098991007, 0.00011835764115016552, 0.0001374885309876698, 9.81271086874524e-05, 0.00014883960226991762, 0.0001316444503451709, 0.00011815052991392838, 0.00011424991435570809, 0.00013113453166643867, 0.00011779408727907376, 0.00014446155169696917, 0.00016008212395894364, 0.00014106361500063527, 0.0001380989514055657, 0.00016017570687559157, 0.00015742798742479142, 0.00013236363463625404, 0.00012240505305734667]
Resposta método 445: [5.7348606431591325e-05, 7.7640863747487e-05, 7.702861451794194e-05, 7.483583568068013e-05, 8.206045040911201e-05, 8.09500306591499e-05, 5.921849679449502e-05, 6.452981532656157e-05, 6.500147875671351e-05, 7.734149549612146e-05, 6.54960446274894e-05, 7.92364085685374e-05, 8.044111643438871e-05, 6.299532160091093e-05, 6.46698010726909e-05, 6.64716370775431e-05, 4.3501280476622534e-05, 7.527896089248992e-05, 7.094877674529314e-05, 7.600264677922204e-05, 8.154306169863123e-05, 6.880156438108898e-05, 5.572081300419639e-05, 6.839262605933615e-05, 7.482150487727349e-05, 7.331496897775805e-05, 7.143044140364957e-05, 6.80019251924063e-05, 6.375009114805696e-05, 9.061066121174623e-05]
Resposta método 445: [9.346348021764883e-05, 0.0001026141602328967, 0.00011666648517392732, 9.873742307054038e-05, 0.00011235870959837044, 0.00011055683860725676, 0.00010114741110190591, 0.00011289942228910488, 0.0001143020925481301, 0.00011898198298500324, 9.05460665765256e-05, 0.00011952302832401033, 9.745668279746005e-05, 0.00011332748552034922, 0.0001231776289197203, 0.00010266745737535265, 0.00010982974328866238, 0.00012684223400254662, 0.0001139497437434639, 0.00011647597961409512, 0.00010454738194007165, 9.657187259471344e-05, 0.00010494244703115085, 9.807645042190152e-05, 0.00013034148319936, 8.388812735385417e-05, 9.557798117136273e-05, 0.00012576000198409815, 8.171698890616963e-05, 0.00010996219934146823]
Resposta método 445: [9.103642518976706e-05, 0.0001034947575128544, 0.00011136322694045468, 0.00010605237134651805, 9.391793241671537e-05, 0.00013127258181478224, 8.375090167163311e-05, 7.538698822556666e-05, 0.00012051570567006442, 6.647592910935292e-05, 7.970204656979909e-05, 0.00011822743055891222, 0.00010927774875804397, 0.00010692232058646568, 0.0001052694546829889, 8.742399020530585e-05, 0.00011343718009892035, 0.00011509109791352009, 9.698256317770782e-05, 9.872576923042122e-05, 9.516502754125316e-05, 9.470629019302126e-05, 8.808321338522621e-05, 0.00010223640842936231, 0.00010372103239643066, 9.529093506672207e-05, 0.00010659872147767582, 9.264960622717484e-05, 0.00010935214908461228, 7.987325361601152e-05]
